Hora,Entidad,Municipioenqueselevioporultimavez,Estatura,Sexo,Edad
2:45:AM,ESTADODEMEXICO,VALLEDECHALCOSOLIDARIDAD,1.62,MUJER,17
10:00:AM,ESTADODEMEXICO,TEMAMATLA,1.62,MUJER,17
8:00:AM,SINALOA,MAZATLAN,1.62,HOMBRE,17
11:00:AM,SONORA,PUERTOPEÑASCO,1.62,MUJER,17
10:00:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,17
8:45:AM,SONORA,HERMOSILLO,1.62,HOMBRE,17
2:00:AM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.62,MUJER,17
7:40:AM,JALISCO,ZAPOTLANELGRANDE,1.62,MUJER,17
9:00:AM,DURANGO,DURANGO,1.62,MUJER,17
8:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,MUJER,17
12:00:PM,QUINTANAROO,BENITOJUAREZ,1.62,MUJER,17
10:00:AM,ESTADODEMEXICO,AMECAMECA,1.62,HOMBRE,17
3:30:AM,ESTADODEMEXICO,TEPOTZOTLAN,1.62,MUJER,17
8:00:AM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.62,MUJER,17
7:30:AM,ESTADODEMEXICO,CAPULHUAC,1.62,MUJER,17
6:30:AM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.62,MUJER,17
12:00:PM,CIUDADDEMEXICO,IZTACALCO,1.62,MUJER,18
12:00:PM,TAMAULIPAS,MATAMOROS,1.62,HOMBRE,18
12:00:PM,TAMAULIPAS,REYNOSA,1.62,HOMBRE,18
10:00:AM,CHIHUAHUA,CUAUHTEMOC,1.62,MUJER,18
5:15:AM,ZACATECAS,FRESNILLO,1.62,HOMBRE,18
8:05:AM,SONORA,NAVOJOA,1.62,HOMBRE,18
1:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,MUJER,18
10:30:AM,GUERRERO,CHILPANCINGODELOSBRAVO,1.62,MUJER,18
12:00:PM,TAMAULIPAS,CIUDADMADERO,1.62,HOMBRE,18
10:30:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,18
7:00:AM,COAHUILADEZARAGOZA,SANPEDRO,1.62,HOMBRE,18
12:00:PM,COAHUILADEZARAGOZA,NAVA,1.62,MUJER,18
12:00:PM,COAHUILADEZARAGOZA,ACUÑA,1.62,HOMBRE,18
10:00:AM,BAJACALIFORNIA,MEXICALI,1.62,MUJER,18
2:15:AM,ESTADODEMEXICO,HUEHUETOCA,1.62,MUJER,18
3:00:AM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.62,MUJER,18
7:00:AM,ESTADODEMEXICO,IXTAPANDELASAL,1.62,MUJER,18
5:00:AM,GUERRERO,CHILPANCINGODELOSBRAVO,1.62,HOMBRE,18
3:30:AM,PUEBLA,PUEBLA,1.62,MUJER,18
3:00:AM,ESTADODEMEXICO,CUAUTITLAN,1.62,MUJER,18
3:45:AM,PUEBLA,PUEBLA,1.62,MUJER,18
3:00:AM,CHIHUAHUA,CUAUHTEMOC,1.62,MUJER,19
7:00:AM,JALISCO,LABARCA,1.62,MUJER,19
7:00:14AM,ESTADODEMEXICO,IXTAPALUCA,1.62,MUJER,19
7:00:AM,JALISCO,CIHUATLAN,1.62,MUJER,19
1:00:AM,PUEBLA,PUEBLA,1.62,MUJER,19
9:00:AM,SINALOA,SINALOA,1.62,HOMBRE,19
11:30:AM,ESTADODEMEXICO,HUIXQUILUCAN,1.62,HOMBRE,19
8:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,19
7:30:AM,ESTADODEMEXICO,ELORO,1.62,HOMBRE,19
9:00:AM,COLIMA,COQUIMATLAN,1.62,HOMBRE,19
6:00:AM,PUEBLA,CUAUTLANCINGO,1.62,MUJER,19
10:00:AM,SONORA,AGUAPRIETA,1.62,MUJER,19
12:00:PM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.62,HOMBRE,19
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,HOMBRE,20
12:00:PM,CIUDADDEMEXICO,ALVAROOBREGON,1.62,MUJER,20
8:00:AM,ESTADODEMEXICO,HUEHUETOCA,1.62,HOMBRE,20
8:49:AM,SINALOA,GUASAVE,1.62,HOMBRE,20
6:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.62,HOMBRE,20
1:00:AM,COAHUILADEZARAGOZA,ACUÑA,1.62,MUJER,20
5:30:AM,PUEBLA,XICOTEPEC,1.62,MUJER,20
3:00:AM,BAJACALIFORNIA,TIJUANA,1.62,HOMBRE,20
9:00:AM,NUEVOLEON,SANNICOLASDELOSGARZA,1.62,HOMBRE,20
9:00:AM,ESTADODEMEXICO,TOLUCA,1.62,MUJER,20
12:00:PM,JALISCO,GUADALAJARA,1.62,MUJER,20
8:00:AM,JALISCO,TONALA,1.62,HOMBRE,20
12:00:PM,TAMAULIPAS,REYNOSA,1.62,HOMBRE,21
8:30:24AM,ESTADODEMEXICO,METEPEC,1.62,HOMBRE,21
10:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.62,MUJER,21
3:00:AM,SONORA,ALAMOS,1.62,HOMBRE,21
10:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,HOMBRE,21
7:30:AM,TAMAULIPAS,NUEVOLAREDO,1.62,HOMBRE,21
11:00:AM,JALISCO,OCOTLAN,1.62,HOMBRE,21
6:00:AM,JALISCO,TONALA,1.62,HOMBRE,21
7:00:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,21
12:00:PM,COAHUILADEZARAGOZA,SANJUANDESABINAS,1.62,HOMBRE,21
1:00:AM,PUEBLA,TEHUACAN,1.62,MUJER,21
11:00:AM,COAHUILADEZARAGOZA,MUZQUIZ,1.62,HOMBRE,21
12:00:PM,ZACATECAS,VALPARAISO,1.62,HOMBRE,21
1:30:AM,SINALOA,ELFUERTE,1.62,HOMBRE,21
3:00:AM,PUEBLA,AMOZOC,1.62,MUJER,21
4:00:AM,JALISCO,GUADALAJARA,1.62,HOMBRE,21
12:00:PM,JALISCO,GUADALAJARA,1.62,MUJER,22
1:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,HOMBRE,22
8:00:AM,VERACRUZ,XALAPA,1.62,HOMBRE,22
5:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,22
10:00:AM,SINALOA,CULIACAN,1.62,HOMBRE,22
7:30:AM,CHIHUAHUA,ALLENDE,1.62,HOMBRE,22
3:00:AM,JALISCO,TLAQUEPAQUE,1.62,HOMBRE,22
12:00:PM,ZACATECAS,VILLAHIDALGO,1.62,HOMBRE,22
10:00:AM,ESTADODEMEXICO,CHIMALHUACAN,1.62,MUJER,22
12:00:PM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,22
10:30:AM,PUEBLA,PUEBLA,1.62,HOMBRE,22
6:00:AM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.62,MUJER,22
11:15:AM,CHIHUAHUA,JUAREZ,1.62,MUJER,23
1:00:AM,SINALOA,CULIACAN,1.62,HOMBRE,23
4:00:AM,SONORA,CANANEA,1.62,HOMBRE,23
3:00:AM,SONORA,MAGDALENA,1.62,HOMBRE,23
10:00:AM,JALISCO,GUADALAJARA,1.62,MUJER,23
12:00:PM,ESTADODEMEXICO,CUAUTITLAN,1.62,HOMBRE,23
7:00:AM,ESTADODEMEXICO,ATENCO,1.62,HOMBRE,23
9:00:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,23
12:00:PM,COLIMA,MANZANILLO,1.62,MUJER,23
4:00:AM,SONORA,CABORCA,1.62,HOMBRE,23
12:30:PM,AGUASCALIENTES,AGUASCALIENTES,1.62,MUJER,23
4:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,23
3:10:AM,PUEBLA,PUEBLA,1.62,MUJER,23
1:00:AM,SINALOA,AHOME,1.62,MUJER,23
12:00:PM,VERACRUZ,NOGALES,1.62,HOMBRE,24
6:00:45AM,ESTADODEMEXICO,TOLUCA,1.62,MUJER,24
6:00:AM,TAMAULIPAS,CIUDADMADERO,1.62,HOMBRE,24
10:00:AM,VERACRUZ,XALAPA,1.62,MUJER,24
5:40:AM,TAMAULIPAS,REYNOSA,1.62,MUJER,24
8:30:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,MUJER,24
2:30:AM,ESTADODEMEXICO,TEMOAYA,1.62,MUJER,24
8:00:AM,JALISCO,GUADALAJARA,1.62,HOMBRE,24
12:00:PM,COLIMA,COLIMA,1.62,MUJER,24
12:00:PM,MORELOS,EMILIANOZAPATA,1.62,HOMBRE,24
11:30:AM,SONORA,GUAYMAS,1.62,HOMBRE,24
12:00:PM,DURANGO,DURANGO,1.62,HOMBRE,25
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,HOMBRE,25
12:00:PM,CIUDADDEMEXICO,TLAHUAC,1.62,MUJER,25
10:00:AM,MICHOACAN,ZAMORA,1.62,HOMBRE,25
12:00:PM,JALISCO,LABARCA,1.62,MUJER,25
10:00:AM,JALISCO,LAHUERTA,1.62,HOMBRE,25
7:00:AM,SONORA,HERMOSILLO,1.62,HOMBRE,25
1:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,HOMBRE,25
1:03:AM,PUEBLA,PUEBLA,1.62,HOMBRE,25
7:30:AM,ESTADODEMEXICO,CHALCO,1.62,MUJER,25
3:30:AM,ESTADODEMEXICO,NAUCALPANDEJUAREZ,1.62,HOMBRE,25
7:30:AM,MICHOACAN,GABRIELZAMORA,1.62,MUJER,25
8:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,26
3:00:AM,COAHUILADEZARAGOZA,TORREON,1.62,HOMBRE,26
6:40:AM,JALISCO,GUADALAJARA,1.62,HOMBRE,26
4:00:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,26
6:30:AM,TAMAULIPAS,MATAMOROS,1.62,MUJER,26
11:00:AM,COAHUILADEZARAGOZA,ALLENDE,1.62,MUJER,26
12:00:PM,BAJACALIFORNIA,TIJUANA,1.62,MUJER,26
11:30:AM,PUEBLA,TEPEACA,1.62,HOMBRE,26
9:00:AM,ESTADODEMEXICO,TOLUCA,1.62,MUJER,26
12:00:PM,ESTADODEMEXICO,CHIMALHUACAN,1.62,HOMBRE,26
8:00:AM,DURANGO,DURANGO,1.62,HOMBRE,26
4:00:AM,MICHOACAN,ZAMORA,1.62,HOMBRE,27
12:00:PM,TAMAULIPAS,REYNOSA,1.62,HOMBRE,27
12:00:PM,CHIHUAHUA,CUAUHTEMOC,1.62,HOMBRE,27
10:30:AM,JALISCO,SANGABRIEL,1.62,HOMBRE,27
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,HOMBRE,27
8:30:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,27
12:00:PM,SINALOA,MAZATLAN,1.62,HOMBRE,27
7:30:AM,TAMAULIPAS,VICTORIA,1.62,MUJER,27
1:00:AM,GUERRERO,CHILPANCINGODELOSBRAVO,1.62,HOMBRE,27
10:00:AM,GUERRERO,CHILAPADEALVAREZ,1.62,HOMBRE,27
11:00:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,27
4:00:AM,TAMAULIPAS,CIUDADMADERO,1.62,MUJER,27
12:00:PM,COAHUILADEZARAGOZA,SANPEDRO,1.62,HOMBRE,27
8:00:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,27
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,MUJER,28
12:00:PM,TAMAULIPAS,MATAMOROS,1.62,MUJER,28
12:00:PM,COAHUILADEZARAGOZA,SANJUANDESABINAS,1.62,HOMBRE,28
3:00:AM,SONORA,NAVOJOA,1.62,HOMBRE,28
12:00:PM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,28
9:30:AM,MICHOACAN,ZAMORA,1.62,HOMBRE,28
9:30:AM,ESTADODEMEXICO,CALIMAYA,1.62,MUJER,28
5:30:AM,ESTADODEMEXICO,ATLACOMULCO,1.62,MUJER,28
12:00:PM,CIUDADDEMEXICO,VENUSTIANOCARRANZA,1.62,HOMBRE,29
2:00:AM,SINALOA,CULIACAN,1.62,MUJER,29
9:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,29
12:00:PM,TAMAULIPAS,REYNOSA,1.62,MUJER,29
2:00:08AM,ESTADODEMEXICO,CHIMALHUACAN,1.62,HOMBRE,29
8:00:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,29
12:00:PM,SINALOA,MAZATLAN,1.62,HOMBRE,29
4:00:AM,TAMAULIPAS,null,1.62,HOMBRE,29
10:30:AM,JALISCO,ZAPOPAN,1.62,MUJER,29
10:00:AM,JALISCO,JALOSTOTITLAN,1.62,MUJER,29
12:00:PM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,29
8:06:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,29
8:00:AM,ESTADODEMEXICO,NAUCALPANDEJUAREZ,1.62,HOMBRE,29
10:00:AM,AGUASCALIENTES,JESUSMARIA,1.62,MUJER,29
12:00:PM,CIUDADDEMEXICO,IZTAPALAPA,1.62,HOMBRE,30
1:30:AM,SONORA,CABORCA,1.62,HOMBRE,30
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,MUJER,30
11:50:AM,TAMAULIPAS,VICTORIA,1.62,HOMBRE,30
12:00:PM,TAMAULIPAS,REYNOSA,1.62,MUJER,30
11:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,HOMBRE,30
10:00:AM,PUEBLA,PUEBLA,1.62,MUJER,30
6:00:AM,PUEBLA,PUEBLA,1.62,MUJER,30
8:00:AM,SONORA,AGUAPRIETA,1.62,HOMBRE,30
12:00:PM,ESTADODEMEXICO,CUAUTITLAN,1.62,MUJER,31
6:00:52AM,ESTADODEMEXICO,TLATLAYA,1.62,MUJER,31
11:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,HOMBRE,31
12:00:PM,TAMAULIPAS,REYNOSA,1.62,HOMBRE,31
12:20:PM,ESTADODEMEXICO,ACOLMAN,1.62,HOMBRE,31
12:00:PM,TAMAULIPAS,TAMPICO,1.62,HOMBRE,31
12:00:PM,MICHOACAN,MORELIA,1.62,MUJER,31
3:00:AM,NUEVOLEON,GUADALUPE,1.62,HOMBRE,31
3:36:AM,MICHOACAN,ZAMORA,1.62,HOMBRE,32
8:40:55AM,ESTADODEMEXICO,VILLADEALLENDE,1.62,HOMBRE,32
12:00:PM,TAMAULIPAS,MATAMOROS,1.62,HOMBRE,32
9:29:AM,TAMAULIPAS,GONZALEZ,1.62,HOMBRE,32
4:40:AM,SINALOA,CULIACAN,1.62,HOMBRE,32
12:30:PM,ESTADODEMEXICO,TECAMAC,1.62,MUJER,32
7:30:AM,PUEBLA,XIUTETELCO,1.62,HOMBRE,32
7:00:AM,SINALOA,GUASAVE,1.62,HOMBRE,32
4:16:AM,ESTADODEMEXICO,NAUCALPANDEJUAREZ,1.62,HOMBRE,32
5:00:AM,ESTADODEMEXICO,TECAMAC,1.62,MUJER,32
12:00:PM,SONORA,AGUAPRIETA,1.62,HOMBRE,32
11:30:AM,GUERRERO,IGUALADELAINDEPENDENCIA,1.62,HOMBRE,32
6:00:AM,BAJACALIFORNIA,MEXICALI,1.62,MUJER,33
4:00:AM,JALISCO,TLAQUEPAQUE,1.62,HOMBRE,33
8:00:AM,GUERRERO,COYUCADEBENITEZ,1.62,HOMBRE,33
2:00:AM,PUEBLA,PUEBLA,1.62,MUJER,33
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,MUJER,33
12:00:PM,JALISCO,TONALA,1.62,HOMBRE,33
3:00:AM,GUERRERO,CHILPANCINGODELOSBRAVO,1.62,HOMBRE,33
12:00:PM,VERACRUZ,XALAPA,1.62,HOMBRE,34
9:10:AM,COAHUILADEZARAGOZA,TORREON,1.62,HOMBRE,34
8:30:AM,COAHUILADEZARAGOZA,TORREON,1.62,HOMBRE,34
11:00:AM,GUERRERO,TECPANDEGALEANA,1.62,HOMBRE,34
5:00:AM,VERACRUZ,PEROTE,1.62,HOMBRE,34
8:30:AM,PUEBLA,PUEBLA,1.62,HOMBRE,34
5:00:AM,JALISCO,TONALA,1.62,HOMBRE,34
8:00:AM,DURANGO,DURANGO,1.62,HOMBRE,34
3:00:AM,CHIHUAHUA,CHIHUAHUA,1.62,HOMBRE,34
2:00:AM,ESTADODEMEXICO,CUAUTITLAN,1.62,MUJER,34
5:00:AM,JALISCO,GUADALAJARA,1.62,HOMBRE,34
12:00:PM,COLIMA,COLIMA,1.62,HOMBRE,34
1:00:AM,SONORA,NOGALES,1.62,HOMBRE,34
10:00:AM,JALISCO,PUERTOVALLARTA,1.62,HOMBRE,35
12:00:PM,JALISCO,SANMIGUELELALTO,1.62,HOMBRE,35
7:00:AM,ESTADODEMEXICO,CUAUTITLANIZCALLI,1.62,HOMBRE,35
4:00:AM,JALISCO,TLAQUEPAQUE,1.62,HOMBRE,35
12:00:PM,CHIHUAHUA,OJINAGA,1.62,HOMBRE,36
2:00:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,36
6:00:AM,SINALOA,CULIACAN,1.62,HOMBRE,36
10:00:AM,MICHOACAN,LAZAROCARDENAS,1.62,MUJER,36
6:50:AM,ESTADODEMEXICO,ZUMPANGO,1.62,HOMBRE,36
6:00:AM,BAJACALIFORNIA,PLAYASDEROSARITO,1.62,HOMBRE,37
4:00:AM,SONORA,GUAYMAS,1.62,HOMBRE,37
5:00:AM,ESTADODEMEXICO,TULTITLAN,1.62,HOMBRE,37
6:30:AM,ESTADODEMEXICO,TOLUCA,1.62,MUJER,37
11:00:AM,ESTADODEMEXICO,CHIMALHUACAN,1.62,MUJER,37
7:30:AM,PUEBLA,TEHUACAN,1.62,HOMBRE,37
12:00:PM,DURANGO,DURANGO,1.62,HOMBRE,38
4:00:17AM,ESTADODEMEXICO,CUAUTITLAN,1.62,HOMBRE,38
2:00:44AM,ESTADODEMEXICO,TOLUCA,1.62,MUJER,38
7:30:41AM,ESTADODEMEXICO,CHALCO,1.62,HOMBRE,38
3:15:AM,SONORA,HERMOSILLO,1.62,HOMBRE,38
2:00:AM,PUEBLA,TEHUACAN,1.62,MUJER,38
6:30:AM,MICHOACAN,LAZAROCARDENAS,1.62,HOMBRE,38
8:30:AM,ESTADODEMEXICO,VILLADELCARBON,1.62,HOMBRE,38
1:30:AM,ESTADODEMEXICO,IXTAPALUCA,1.62,HOMBRE,38
1:00:AM,JALISCO,ZAPOPAN,1.62,MUJER,39
3:00:30AM,ESTADODEMEXICO,TULTEPEC,1.62,MUJER,39
12:00:PM,SINALOA,MAZATLAN,1.62,HOMBRE,39
7:00:AM,GUERRERO,MOCHITLAN,1.62,HOMBRE,39
10:30:AM,TAMAULIPAS,MATAMOROS,1.62,HOMBRE,40
8:00:AM,SONORA,MAGDALENA,1.62,HOMBRE,40
10:00:AM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.62,HOMBRE,40
3:00:AM,SONORA,NOGALES,1.62,HOMBRE,40
12:00:PM,ESTADODEMEXICO,CHALCO,1.62,HOMBRE,40
9:30:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,40
8:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,HOMBRE,40
8:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,40
3:00:AM,CHIHUAHUA,CUAUHTEMOC,1.62,HOMBRE,41
12:00:PM,TAMAULIPAS,REYNOSA,1.62,HOMBRE,41
2:30:AM,SINALOA,AHOME,1.62,HOMBRE,41
8:30:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,41
9:00:AM,null,null,1.62,HOMBRE,41
12:00:PM,JALISCO,MAGDALENA,1.62,HOMBRE,41
5:44:AM,SONORA,SANLUISRIOCOLORADO,1.62,MUJER,41
3:30:AM,PUEBLA,TEPEACA,1.62,HOMBRE,42
7:00:AM,TAMAULIPAS,REYNOSA,1.62,MUJER,42
12:00:PM,CIUDADDEMEXICO,TLALPAN,1.62,MUJER,42
8:00:AM,ESTADODEMEXICO,IXTAPALUCA,1.62,HOMBRE,42
8:00:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,42
4:00:AM,COAHUILADEZARAGOZA,ACUÑA,1.62,HOMBRE,42
3:30:AM,PUEBLA,CUAUTLANCINGO,1.62,HOMBRE,42
5:00:AM,BAJACALIFORNIA,TIJUANA,1.62,MUJER,42
9:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,42
12:00:PM,TAMAULIPAS,MATAMOROS,1.62,HOMBRE,42
12:00:PM,ESTADODEMEXICO,TLALNEPANTLADEBAZ,1.62,HOMBRE,42
8:00:AM,GUERRERO,CHILAPADEALVAREZ,1.62,HOMBRE,42
8:00:AM,SINALOA,CHOIX,1.62,HOMBRE,42
12:00:PM,QUERETARO,QUERETARO,1.62,HOMBRE,43
11:00:AM,COAHUILADEZARAGOZA,ALLENDE,1.62,MUJER,43
11:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.62,MUJER,43
1:30:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,43
12:00:PM,PUEBLA,TEHUACAN,1.62,HOMBRE,43
7:00:AM,COAHUILADEZARAGOZA,TORREON,1.62,HOMBRE,43
11:00:AM,SINALOA,CULIACAN,1.62,HOMBRE,44
12:00:PM,JALISCO,TEQUILA,1.62,HOMBRE,44
12:00:PM,TAMAULIPAS,MATAMOROS,1.62,HOMBRE,44
12:00:PM,CHIHUAHUA,MATAMOROS,1.62,MUJER,44
7:30:AM,SINALOA,CULIACAN,1.62,HOMBRE,44
11:00:AM,HIDALGO,PACHUCADESOTO,1.62,HOMBRE,45
8:46:AM,PUEBLA,SANMARTINTEXMELUCAN,1.62,HOMBRE,45
12:00:PM,TAMAULIPAS,REYNOSA,1.62,MUJER,45
7:23:AM,JALISCO,TLAQUEPAQUE,1.62,HOMBRE,45
12:00:PM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,45
9:52:AM,PUEBLA,ESPERANZA,1.62,HOMBRE,45
7:30:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,46
12:00:PM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.62,HOMBRE,46
11:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.62,HOMBRE,46
12:00:PM,SINALOA,MAZATLAN,1.62,HOMBRE,46
12:00:PM,JALISCO,ZAPOPAN,1.62,HOMBRE,46
2:20:AM,YUCATAN,PROGRESO,1.62,HOMBRE,46
9:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.62,MUJER,47
8:00:AM,JALISCO,SANSEBASTIANDELOESTE,1.62,HOMBRE,47
1:00:46AM,ESTADODEMEXICO,TOLUCA,1.62,HOMBRE,47
7:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,47
3:30:AM,TAMAULIPAS,VALLEHERMOSO,1.62,HOMBRE,47
10:00:AM,ESTADODEMEXICO,TULTITLAN,1.62,MUJER,47
5:00:AM,JALISCO,PONCITLAN,1.62,HOMBRE,47
10:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,48
6:00:50AM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.62,HOMBRE,48
2:00:AM,COAHUILADEZARAGOZA,SANJUANDESABINAS,1.62,HOMBRE,48
12:00:PM,TAMAULIPAS,MATAMOROS,1.62,HOMBRE,48
7:00:AM,SINALOA,MAZATLAN,1.62,HOMBRE,48
10:12:AM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.62,HOMBRE,48
12:00:PM,BAJACALIFORNIA,ENSENADA,1.62,MUJER,48
12:00:PM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.62,HOMBRE,49
7:10:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,49
8:00:AM,SINALOA,AHOME,1.62,HOMBRE,49
12:00:PM,SINALOA,MAZATLAN,1.62,HOMBRE,49
12:00:PM,CIUDADDEMEXICO,COYOACAN,1.62,HOMBRE,50
7:00:AM,TAMAULIPAS,LLERA,1.62,HOMBRE,50
10:30:AM,COAHUILADEZARAGOZA,SALTILLO,1.62,HOMBRE,50
12:00:PM,CIUDADDEMEXICO,GUSTAVOA.MADERO,1.62,HOMBRE,50
6:10:AM,JALISCO,ZAPOPAN,1.62,MUJER,50
3:00:AM,AGUASCALIENTES,AGUASCALIENTES,1.62,HOMBRE,50
9:30:AM,ESTADODEMEXICO,CHIMALHUACAN,1.62,HOMBRE,50
10:00:AM,GUERRERO,CHILAPADEALVAREZ,1.62,HOMBRE,51
10:00:AM,CHIHUAHUA,MADERA,1.62,HOMBRE,52
11:00:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,52
12:00:PM,TAMAULIPAS,TAMPICO,1.62,HOMBRE,53
12:00:PM,SINALOA,AHOME,1.62,MUJER,54
12:30:PM,PUEBLA,SANSALVADORELVERDE,1.62,HOMBRE,54
12:00:PM,CIUDADDEMEXICO,VENUSTIANOCARRANZA,1.62,HOMBRE,55
6:00:AM,ESTADODEMEXICO,TEQUIXQUIAC,1.62,HOMBRE,55
12:00:PM,COAHUILADEZARAGOZA,TORREON,1.62,HOMBRE,56
12:00:PM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,56
9:30:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,57
7:00:AM,JALISCO,OCOTLAN,1.62,HOMBRE,57
12:00:PM,CIUDADDEMEXICO,GUSTAVOA.MADERO,1.62,HOMBRE,57
7:00:AM,MICHOACAN,LAZAROCARDENAS,1.62,HOMBRE,57
12:00:PM,JALISCO,TONALA,1.62,HOMBRE,57
12:00:PM,CHIHUAHUA,DELICIAS,1.62,HOMBRE,58
3:00:AM,TABASCO,CENTRO,1.62,HOMBRE,59
6:00:AM,CHIHUAHUA,JUAREZ,1.62,HOMBRE,59
12:00:PM,PUEBLA,PUEBLA,1.62,HOMBRE,59
12:00:PM,NUEVOLEON,MONTERREY,1.62,HOMBRE,61
12:00:PM,TAMAULIPAS,TAMPICO,1.62,HOMBRE,62
8:30:AM,PUEBLA,HUAUCHINANGO,1.62,HOMBRE,62
11:00:AM,COAHUILADEZARAGOZA,CASTAÑOS,1.62,HOMBRE,62
8:00:AM,SINALOA,CONCORDIA,1.62,HOMBRE,63
12:00:PM,TAMAULIPAS,JIMENEZ,1.62,HOMBRE,63
1:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,63
9:00:AM,JALISCO,ZAPOPAN,1.62,HOMBRE,64
12:00:PM,VERACRUZ,XALAPA,1.62,HOMBRE,64
10:00:AM,SINALOA,AHOME,1.62,HOMBRE,64
9:00:AM,PUEBLA,PUEBLA,1.62,HOMBRE,65
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.62,HOMBRE,67
9:00:AM,ESTADODEMEXICO,CHALCO,1.62,HOMBRE,68
12:00:PM,ESTADODEMEXICO,NAUCALPANDEJUAREZ,1.62,HOMBRE,68
12:00:PM,JALISCO,ZAPOPAN,1.62,HOMBRE,70
3:00:34AM,ESTADODEMEXICO,SANMATEOATENCO,1.62,HOMBRE,70
3:00:AM,CIUDADDEMEXICO,MILPAALTA,1.62,HOMBRE,71
12:00:PM,TAMAULIPAS,ALTAMIRA,1.62,HOMBRE,71
12:00:PM,CIUDADDEMEXICO,GUSTAVOA.MADERO,1.62,HOMBRE,72
12:00:PM,CIUDADDEMEXICO,IZTACALCO,1.62,HOMBRE,75
10:00:AM,BAJACALIFORNIA,ENSENADA,1.62,MUJER,75
12:00:PM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.62,HOMBRE,77
5:00:AM,MICHOACAN,MORELIA,1.62,HOMBRE,79
4:30:AM,CHIAPAS,OCOZOCOAUTLADEESPINOSA,1.62,HOMBRE,83
