Hora,Entidad,Municipioenqueselevioporultimavez,Estatura,Sexo,Edad
10:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,21
2:00:AM,QUERETARO,PEDROESCOBEDO,1.7,HOMBRE,21
8:00:AM,COLIMA,MANZANILLO,1.7,MUJER,21
12:00:PM,ZACATECAS,VILLADECOS,1.7,HOMBRE,21
6:30:AM,JALISCO,TLAQUEPAQUE,1.7,HOMBRE,21
7:30:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,21
10:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,21
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,21
8:00:AM,TAMAULIPAS,ELMANTE,1.7,HOMBRE,21
8:00:AM,SINALOA,CULIACAN,1.7,MUJER,21
1:00:AM,SINALOA,GUASAVE,1.7,HOMBRE,21
12:30:PM,SINALOA,SALVADORALVARADO,1.7,HOMBRE,21
12:00:PM,SINALOA,MAZATLAN,1.7,MUJER,21
3:30:AM,SINALOA,CULIACAN,1.7,HOMBRE,21
8:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,21
7:00:AM,GUANAJUATO,JERECUARO,1.7,HOMBRE,21
11:00:AM,JALISCO,SANMIGUELELALTO,1.7,HOMBRE,21
12:00:PM,SINALOA,MAZATLAN,1.7,HOMBRE,21
12:00:PM,SINALOA,MAZATLAN,1.7,MUJER,21
6:00:AM,SINALOA,AHOME,1.7,HOMBRE,21
4:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,21
4:00:AM,JALISCO,ZAPOPAN,1.7,MUJER,21
4:00:AM,BAJACALIFORNIA,TIJUANA,1.7,HOMBRE,21
10:30:AM,SINALOA,AHOME,1.7,HOMBRE,21
12:00:PM,ESTADODEMEXICO,CHIMALHUACAN,1.7,HOMBRE,21
2:29:AM,ESTADODEMEXICO,VALLEDEBRAVO,1.7,HOMBRE,21
12:00:PM,NUEVOLEON,GRAL.BRAVO,1.7,HOMBRE,21
9:00:AM,ESTADODEMEXICO,OZUMBA,1.7,HOMBRE,21
6:00:AM,ESTADODEMEXICO,NAUCALPANDEJUAREZ,1.7,HOMBRE,21
8:24:AM,CHIAPAS,TONALA,1.7,HOMBRE,21
8:00:AM,COAHUILADEZARAGOZA,ACUÑA,1.7,HOMBRE,21
5:00:AM,SONORA,HERMOSILLO,1.7,MUJER,21
5:30:AM,ESTADODEMEXICO,SANJOSEDELRINCON,1.7,HOMBRE,21
2:30:AM,ESTADODEMEXICO,LAPAZ,1.7,HOMBRE,21
8:00:AM,ESTADODEMEXICO,VALLEDECHALCOSOLIDARIDAD,1.7,HOMBRE,21
10:00:AM,JALISCO,TLAQUEPAQUE,1.7,HOMBRE,21
12:00:PM,SINALOA,CULIACAN,1.7,HOMBRE,21
9:00:AM,COLIMA,COLIMA,1.7,HOMBRE,21
8:00:AM,SONORA,SANMIGUELDEHORCASITAS,1.7,HOMBRE,21
11:30:AM,SONORA,CAJEME,1.7,HOMBRE,21
3:00:AM,SONORA,IMURIS,1.7,HOMBRE,21
3:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,21
3:00:AM,AGUASCALIENTES,SANFRANCISCODELOSROMO,1.7,HOMBRE,21
12:00:PM,DURANGO,DURANGO,1.7,HOMBRE,22
5:00:AM,ZACATECAS,GUADALUPE,1.7,HOMBRE,22
7:00:AM,PUEBLA,PUEBLA,1.7,HOMBRE,22
12:00:PM,SONORA,CABORCA,1.7,HOMBRE,22
10:00:AM,OAXACA,OAXACADEJUAREZ,1.7,HOMBRE,22
12:00:PM,MICHOACAN,MORELIA,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,SOTOLAMARINA,1.7,MUJER,22
12:00:PM,TAMAULIPAS,REYNOSA,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,REYNOSA,1.7,HOMBRE,22
3:00:AM,SINALOA,MAZATLAN,1.7,HOMBRE,22
3:00:AM,SINALOA,MAZATLAN,1.7,HOMBRE,22
7:30:AM,SINALOA,MAZATLAN,1.7,HOMBRE,22
9:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,22
3:00:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,22
1:00:AM,JALISCO,ELGRULLO,1.7,HOMBRE,22
12:00:PM,JALISCO,DEGOLLADO,1.7,HOMBRE,22
12:00:PM,JALISCO,LABARCA,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,22
7:52:AM,JALISCO,PIHUAMO,1.7,MUJER,22
5:00:41AM,ESTADODEMEXICO,CHIMALHUACAN,1.7,HOMBRE,22
1:00:27AM,ESTADODEMEXICO,TOLUCA,1.7,HOMBRE,22
12:00:PM,ESTADODEMEXICO,TEPOTZOTLAN,1.7,HOMBRE,22
8:00:23AM,ESTADODEMEXICO,VALLEDEBRAVO,1.7,HOMBRE,22
10:00:25AM,ESTADODEMEXICO,CHALCO,1.7,HOMBRE,22
9:07:AM,CHIHUAHUA,OJINAGA,1.7,HOMBRE,22
8:00:AM,DURANGO,DURANGO,1.7,MUJER,22
12:00:PM,TAMAULIPAS,ALTAMIRA,1.7,MUJER,22
11:00:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,22
3:00:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,22
10:30:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,22
8:30:AM,CHIHUAHUA,MADERA,1.7,HOMBRE,22
12:00:PM,COAHUILADEZARAGOZA,SALTILLO,1.7,HOMBRE,22
10:00:AM,COAHUILADEZARAGOZA,TORREON,1.7,HOMBRE,22
7:30:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.7,MUJER,22
12:00:PM,COAHUILADEZARAGOZA,TORREON,1.7,MUJER,22
8:00:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,22
6:00:AM,JALISCO,LAHUERTA,1.7,HOMBRE,22
8:34:AM,DURANGO,DURANGO,1.7,HOMBRE,22
10:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,22
7:15:AM,JALISCO,PONCITLAN,1.7,HOMBRE,22
1:52:AM,TAMAULIPAS,SANCARLOS,1.7,HOMBRE,22
9:00:AM,ZACATECAS,FRESNILLO,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,TAMPICO,1.7,HOMBRE,22
11:00:AM,BAJACALIFORNIA,ENSENADA,1.7,MUJER,22
2:00:AM,JALISCO,TONALA,1.7,HOMBRE,22
1:00:AM,MORELOS,TEMIXCO,1.7,HOMBRE,22
8:00:AM,VERACRUZ,XALAPA,1.7,HOMBRE,22
8:00:AM,VERACRUZ,XALAPA,1.7,HOMBRE,22
6:00:AM,NAYARIT,TEPIC,1.7,HOMBRE,22
6:00:AM,NAYARIT,COMPOSTELA,1.7,HOMBRE,22
8:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,22
11:00:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,22
6:00:AM,JALISCO,SAYULA,1.7,HOMBRE,22
5:30:AM,TAMAULIPAS,VALLEHERMOSO,1.7,HOMBRE,22
4:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,22
9:00:AM,TAMAULIPAS,VALLEHERMOSO,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,TAMPICO,1.7,HOMBRE,22
7:00:AM,SINALOA,MAZATLAN,1.7,HOMBRE,22
11:00:AM,SINALOA,MAZATLAN,1.7,HOMBRE,22
6:00:AM,SINALOA,CULIACAN,1.7,MUJER,22
5:00:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,22
10:00:AM,SONORA,HERMOSILLO,1.7,MUJER,22
8:00:AM,SINALOA,ELFUERTE,1.7,HOMBRE,22
3:00:AM,ESTADODEMEXICO,ECATEPECDEMORELOS,1.7,HOMBRE,22
6:00:AM,TAMAULIPAS,TAMPICO,1.7,MUJER,22
1:30:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,22
7:00:AM,SONORA,HERMOSILLO,1.7,HOMBRE,22
7:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,MUJER,22
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,22
6:00:AM,CHIHUAHUA,HIDALGODELPARRAL,1.7,HOMBRE,22
9:00:AM,CHIHUAHUA,CHIHUAHUA,1.7,HOMBRE,22
6:00:AM,SINALOA,GUASAVE,1.7,HOMBRE,22
9:00:AM,SINALOA,AHOME,1.7,HOMBRE,22
10:30:AM,ZACATECAS,FRESNILLO,1.7,HOMBRE,22
5:00:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,22
9:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,22
5:00:AM,ESTADODEMEXICO,SANFELIPEDELPROGRESO,1.7,HOMBRE,22
6:30:AM,PUEBLA,TEPEACA,1.7,HOMBRE,22
5:00:AM,COAHUILADEZARAGOZA,MONCLOVA,1.7,MUJER,22
7:00:AM,COAHUILADEZARAGOZA,FRONTERA,1.7,HOMBRE,22
7:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.7,HOMBRE,22
12:00:PM,COAHUILADEZARAGOZA,FRANCISCOI.MADERO,1.7,HOMBRE,22
9:00:AM,ZACATECAS,OJOCALIENTE,1.7,HOMBRE,22
10:00:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,22
4:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,22
12:00:PM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,22
10:30:AM,ESTADODEMEXICO,MORELOS,1.7,MUJER,22
6:00:AM,SINALOA,AHOME,1.7,HOMBRE,22
12:00:PM,SINALOA,CULIACAN,1.7,HOMBRE,22
3:00:AM,SINALOA,ELFUERTE,1.7,HOMBRE,22
12:00:PM,SINALOA,MAZATLAN,1.7,HOMBRE,22
8:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,22
7:00:AM,SINALOA,AHOME,1.7,HOMBRE,22
9:00:AM,SINALOA,ANGOSTURA,1.7,HOMBRE,22
4:30:AM,ESTADODEMEXICO,COYOTEPEC,1.7,HOMBRE,22
5:00:AM,ESTADODEMEXICO,NICOLASROMERO,1.7,HOMBRE,22
10:00:AM,MORELOS,XOCHITEPEC,1.7,HOMBRE,22
4:00:AM,JALISCO,SANJULIAN,1.7,HOMBRE,22
8:30:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,22
10:00:AM,GUERRERO,TIXTLADEGUERRERO,1.7,HOMBRE,22
9:00:AM,ESTADODEMEXICO,IXTAPALUCA,1.7,HOMBRE,22
4:00:AM,SONORA,CABORCA,1.7,HOMBRE,22
5:30:AM,QUERETARO,QUERETARO,1.7,MUJER,22
12:00:PM,PUEBLA,PUEBLA,1.7,HOMBRE,22
10:00:AM,JALISCO,JALOSTOTITLAN,1.7,HOMBRE,22
12:00:PM,JALISCO,ZAPOPAN,1.7,HOMBRE,22
9:30:AM,SONORA,HERMOSILLO,1.7,HOMBRE,22
10:30:AM,MICHOACAN,ZAMORA,1.7,HOMBRE,22
9:00:AM,MICHOACAN,YURECUARO,1.7,HOMBRE,22
12:30:PM,NUEVOLEON,MONTERREY,1.7,HOMBRE,22
6:30:AM,MICHOACAN,JACONA,1.7,HOMBRE,22
7:30:AM,JALISCO,TLAQUEPAQUE,1.7,HOMBRE,22
10:00:AM,SONORA,HERMOSILLO,1.7,HOMBRE,22
8:00:AM,JALISCO,GUADALAJARA,1.7,HOMBRE,22
11:00:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,22
9:35:AM,NUEVOLEON,APODACA,1.7,HOMBRE,22
11:00:AM,NUEVOLEON,CIENEGADEFLORES,1.7,HOMBRE,22
5:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,22
11:00:AM,HIDALGO,null,1.7,HOMBRE,23
7:00:AM,HIDALGO,TULANCINGODEBRAVO,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,HIDALGODELPARRAL,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,CHIHUAHUA,1.7,HOMBRE,23
12:00:PM,DURANGO,DURANGO,1.7,HOMBRE,23
3:00:AM,JALISCO,GUADALAJARA,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,MUJER,23
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,23
12:00:PM,DURANGO,DURANGO,1.7,HOMBRE,23
12:00:PM,QUERETARO,CORREGIDORA,1.7,HOMBRE,23
9:00:AM,MICHOACAN,ZITACUARO,1.7,HOMBRE,23
10:30:AM,SINALOA,SALVADORALVARADO,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,23
12:00:PM,SINALOA,MAZATLAN,1.7,HOMBRE,23
2:00:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,23
10:30:AM,JALISCO,AYUTLA,1.7,HOMBRE,23
6:00:AM,JALISCO,ELGRULLO,1.7,HOMBRE,23
4:30:AM,JALISCO,TECOLOTLAN,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MIGUELALEMAN,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,REYNOSA,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,REYNOSA,1.7,HOMBRE,23
11:30:AM,JALISCO,TUXCACUESCO,1.7,HOMBRE,23
12:00:PM,JALISCO,SANTAMARIADELORO,1.7,HOMBRE,23
5:30:AM,JALISCO,TECALITLAN,1.7,HOMBRE,23
1:00:07AM,ESTADODEMEXICO,HUIXQUILUCAN,1.7,HOMBRE,23
8:00:AM,JALISCO,GUADALAJARA,1.7,HOMBRE,23
8:00:AM,JALISCO,AYOTLAN,1.7,HOMBRE,23
1:30:AM,CHIHUAHUA,DELICIAS,1.7,MUJER,23
12:00:PM,BAJACALIFORNIA,TIJUANA,1.7,HOMBRE,23
6:00:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,23
7:00:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,23
11:00:AM,CHIHUAHUA,GUERRERO,1.7,HOMBRE,23
5:00:AM,CHIHUAHUA,CARICHI,1.7,HOMBRE,23
11:00:AM,COAHUILADEZARAGOZA,MONCLOVA,1.7,HOMBRE,23
12:00:PM,COAHUILADEZARAGOZA,RAMOSARIZPE,1.7,HOMBRE,23
9:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.7,HOMBRE,23
8:30:AM,COAHUILADEZARAGOZA,TORREON,1.7,HOMBRE,23
12:00:PM,BAJACALIFORNIASUR,LAPAZ,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,CHIHUAHUA,1.7,HOMBRE,23
7:30:AM,SINALOA,CULIACAN,1.7,HOMBRE,23
12:00:PM,JALISCO,GUADALAJARA,1.7,HOMBRE,23
6:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,23
1:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,23
7:00:AM,JALISCO,AUTLANDENAVARRO,1.7,HOMBRE,23
8:00:AM,MICHOACAN,TINGUINDIN,1.7,HOMBRE,23
10:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
5:30:AM,JALISCO,PUERTOVALLARTA,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,TAMPICO,1.7,MUJER,23
11:00:AM,JALISCO,ELSALTO,1.7,HOMBRE,23
12:00:PM,VERACRUZ,XALAPA,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,23
8:00:AM,PUEBLA,PUEBLA,1.7,HOMBRE,23
3:00:AM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,23
11:00:AM,TAMAULIPAS,REYNOSA,1.7,HOMBRE,23
10:00:AM,MICHOACAN,YURECUARO,1.7,HOMBRE,23
10:00:AM,MICHOACAN,YURECUARO,1.7,HOMBRE,23
10:00:AM,MICHOACAN,YURECUARO,1.7,HOMBRE,23
11:45:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,23
12:00:PM,SINALOA,SANIGNACIO,1.7,HOMBRE,23
6:00:AM,SINALOA,AHOME,1.7,HOMBRE,23
12:00:PM,BAJACALIFORNIA,MEXICALI,1.7,MUJER,23
5:00:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,23
12:00:PM,JALISCO,TIZAPANELALTO,1.7,HOMBRE,23
11:00:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,23
2:00:AM,JALISCO,YAHUALICADEGONZALEZGALLO,1.7,HOMBRE,23
8:00:AM,PUEBLA,PUEBLA,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,TAMPICO,1.7,HOMBRE,23
8:00:AM,TAMAULIPAS,TAMPICO,1.7,HOMBRE,23
9:00:AM,SINALOA,AHOME,1.7,HOMBRE,23
12:00:PM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.7,HOMBRE,23
11:30:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,23
4:20:AM,SINALOA,MAZATLAN,1.7,HOMBRE,23
7:30:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,DELICIAS,1.7,HOMBRE,23
4:00:AM,PUEBLA,VENUSTIANOCARRANZA,1.7,HOMBRE,23
8:40:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,23
6:00:AM,MICHOACAN,LAZAROCARDENAS,1.7,HOMBRE,23
8:00:AM,ESTADODEMEXICO,HUIXQUILUCAN,1.7,HOMBRE,23
12:00:PM,SINALOA,MAZATLAN,1.7,HOMBRE,23
7:00:AM,ZACATECAS,CALERA,1.7,HOMBRE,23
9:00:AM,JALISCO,LAGOSDEMORENO,1.7,HOMBRE,23
8:10:AM,PUEBLA,PUEBLA,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,TAMPICO,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,TAMPICO,1.7,HOMBRE,23
12:00:PM,BAJACALIFORNIASUR,LAPAZ,1.7,HOMBRE,23
12:00:PM,TAMAULIPAS,SANFERNANDO,1.7,HOMBRE,23
11:30:AM,SINALOA,MAZATLAN,1.7,HOMBRE,23
6:00:AM,SONORA,ETCHOJOA,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,23
2:30:AM,CHIHUAHUA,CHIHUAHUA,1.7,HOMBRE,23
9:00:AM,GUERRERO,TELOLOAPAN,1.7,HOMBRE,23
12:00:PM,SONORA,NOGALES,1.7,HOMBRE,23
5:00:AM,SINALOA,CULIACAN,1.7,HOMBRE,23
10:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,23
12:00:PM,SINALOA,GUASAVE,1.7,HOMBRE,23
5:00:AM,ESTADODEMEXICO,TEJUPILCO,1.7,MUJER,23
9:00:AM,ESTADODEMEXICO,CHIMALHUACAN,1.7,HOMBRE,23
12:00:PM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,23
7:00:AM,VERACRUZ,VERACRUZ,1.7,HOMBRE,23
7:30:AM,PUEBLA,PUEBLA,1.7,HOMBRE,23
10:00:AM,GUERRERO,IGUALADELAINDEPENDENCIA,1.7,HOMBRE,23
10:00:AM,GUERRERO,ACAPULCODEJUAREZ,1.7,HOMBRE,23
2:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.7,HOMBRE,23
2:00:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.7,HOMBRE,23
9:45:AM,COAHUILADEZARAGOZA,PIEDRASNEGRAS,1.7,HOMBRE,23
12:00:PM,BAJACALIFORNIA,TIJUANA,1.7,HOMBRE,23
12:00:PM,BAJACALIFORNIA,TIJUANA,1.7,HOMBRE,23
6:00:AM,JALISCO,ZAPOTLANEJO,1.7,HOMBRE,23
8:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,23
1:30:AM,ESTADODEMEXICO,ATIZAPANDEZARAGOZA,1.7,HOMBRE,23
7:00:AM,JALISCO,GUADALAJARA,1.7,HOMBRE,23
9:00:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,23
8:00:AM,GUERRERO,TEPECOACUILCODETRUJANO,1.7,HOMBRE,23
4:30:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,23
5:00:AM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,23
8:30:AM,PUEBLA,TECAMACHALCO,1.7,HOMBRE,23
3:00:AM,JALISCO,GUADALAJARA,1.7,HOMBRE,23
12:00:PM,SINALOA,CONCORDIA,1.7,HOMBRE,23
12:00:PM,SINALOA,MAZATLAN,1.7,HOMBRE,23
3:00:AM,BAJACALIFORNIA,ENSENADA,1.7,HOMBRE,23
12:00:PM,ZACATECAS,OJOCALIENTE,1.7,HOMBRE,23
12:00:PM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,23
8:00:AM,PUEBLA,PUEBLA,1.7,MUJER,23
6:00:AM,JALISCO,JESUSMARIA,1.7,HOMBRE,23
6:00:AM,ESTADODEMEXICO,TEMAMATLA,1.7,HOMBRE,23
9:00:AM,BAJACALIFORNIA,TIJUANA,1.7,HOMBRE,23
9:30:AM,QUERETARO,QUERETARO,1.7,HOMBRE,23
12:00:PM,BAJACALIFORNIA,TIJUANA,1.7,HOMBRE,23
9:00:AM,ESTADODEMEXICO,NEZAHUALCOYOTL,1.7,HOMBRE,23
12:00:PM,DURANGO,DURANGO,1.7,HOMBRE,23
1:00:AM,PUEBLA,PUEBLA,1.7,HOMBRE,23
12:00:PM,GUANAJUATO,LEON,1.7,HOMBRE,23
7:00:AM,GUERRERO,CHILAPADEALVAREZ,1.7,HOMBRE,23
10:55:AM,SINALOA,CULIACAN,1.7,HOMBRE,23
1:00:AM,COAHUILADEZARAGOZA,TORREON,1.7,HOMBRE,23
2:00:AM,SONORA,HERMOSILLO,1.7,HOMBRE,23
1:00:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,23
5:00:AM,MICHOACAN,AQUILA,1.7,HOMBRE,23
4:00:AM,SONORA,CAJEME,1.7,HOMBRE,23
10:00:AM,COLIMA,COLIMA,1.7,HOMBRE,23
12:00:PM,ZACATECAS,GUADALUPE,1.7,HOMBRE,23
3:02:AM,PUEBLA,PUEBLA,1.7,MUJER,23
7:00:AM,QUINTANAROO,OTHONP.BLANCO,1.7,HOMBRE,23
12:00:PM,DURANGO,DURANGO,1.7,HOMBRE,24
8:00:AM,PUEBLA,PUEBLA,1.7,HOMBRE,24
6:30:AM,MICHOACAN,URUAPAN,1.7,HOMBRE,24
2:00:AM,MICHOACAN,LAPIEDAD,1.7,HOMBRE,24
12:00:PM,VERACRUZ,XALAPA,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,24
12:00:PM,CHIHUAHUA,BALLEZA,1.7,HOMBRE,24
12:00:PM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,24
10:34:AM,SINALOA,CULIACAN,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,REYNOSA,1.7,HOMBRE,24
3:00:AM,GUERRERO,CHILPANCINGODELOSBRAVO,1.7,HOMBRE,24
12:00:PM,GUERRERO,IGUALADELAINDEPENDENCIA,1.7,HOMBRE,24
8:00:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,CAMARGO,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,REYNOSA,1.7,MUJER,24
8:00:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,ELMANTE,1.7,HOMBRE,24
12:00:PM,JALISCO,LABARCA,1.7,HOMBRE,24
10:45:AM,JALISCO,ATOTONILCOELALTO,1.7,HOMBRE,24
8:00:28AM,ESTADODEMEXICO,CHIMALHUACAN,1.7,HOMBRE,24
12:00:PM,DURANGO,DURANGO,1.7,HOMBRE,24
5:00:AM,DURANGO,DURANGO,1.7,HOMBRE,24
8:00:AM,CHIHUAHUA,JUAREZ,1.7,HOMBRE,24
12:00:PM,TAMAULIPAS,NUEVOLAREDO,1.7,HOMBRE,24
1:30:AM,TAMAULIPAS,MATAMOROS,1.7,HOMBRE,24
11:00:AM,SONORA,NOGALES,1.7,MUJER,24
3:00:AM,CHIHUAHUA,CUAUHTEMOC,1.7,HOMBRE,24
7:00:AM,CHIHUAHUA,CHINIPAS,1.7,HOMBRE,24
11:00:AM,COAHUILADEZARAGOZA,MONCLOVA,1.7,HOMBRE,24
2:20:AM,COAHUILADEZARAGOZA,TORREON,1.7,HOMBRE,24
11:00:AM,COAHUILADEZARAGOZA,TORREON,1.7,HOMBRE,24
12:00:PM,COAHUILADEZARAGOZA,SALTILLO,1.7,HOMBRE,24
12:00:PM,COAHUILADEZARAGOZA,ALLENDE,1.7,HOMBRE,24
12:00:PM,GUERRERO,TECPANDEGALEANA,1.7,HOMBRE,24
9:00:AM,JALISCO,ELGRULLO,1.7,HOMBRE,24
10:30:AM,JALISCO,SANMARTINHIDALGO,1.7,MUJER,24
7:00:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,24
11:00:AM,JALISCO,LAGOSDEMORENO,1.7,HOMBRE,24
8:30:AM,JALISCO,ZAPOPAN,1.7,HOMBRE,24
10:30:AM,OAXACA,OAXACADEJUAREZ,1.7,HOMBRE,24
9:00:AM,JALISCO,LABARCA,1.7,HOMBRE,24
6:00:AM,JALISCO,TLAQUEPAQUE,1.7,HOMBRE,24
9:00:AM,JALISCO,TLAJOMULCODEZUÑIGA,1.7,HOMBRE,24
12:00:PM,VERACRUZ,POZARICADEHIDALGO,1.7,HOMBRE,24
12:15:PM,CHIHUAHUA,DELICIAS,1.7,HOMBRE,24
